selected_model,configuration,selected_item_count,selected_behavior_features,selected_background_features,final_features,threshold,accuracy,precision,recall,f1,roc_auc,train_accuracy,generalization_gap,tn,fp,fn,tp
Logistic Regression,Association-selected features,10,"A1_Score, A2_Score, A3_Score, A4_Score, A5_Score, A6_Score, A7_Score, A8_Score, A9_Score, A10_Score",,"A1_Score, A2_Score, A3_Score, A4_Score, A5_Score, A6_Score, A7_Score, A8_Score, A9_Score, A10_Score",0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30,0,0,28
