fpr,tpr,threshold
0.0,0.0,inf
0.0,0.10714285714285714,0.9981201856599337
0.0,0.21428571428571427,0.992157886382605
0.0,0.2857142857142857,0.9907600633668546
0.0,0.39285714285714285,0.9892695402603844
0.0,0.5714285714285714,0.9614863472560966
0.0,0.6428571428571429,0.9611449272548936
0.0,1.0,0.6777901974092886
1.0,1.0,1.0661621723874305e-05
