column,english_description,exclusion_category,reason,dtype,missing_count,missing_pct
k2q40c,Asthma Severity Description,결측치 과다,결측 비율이 50% 이상,float64,47533,92.5217
autoimmune_desc,Autoimmune Disease Description,결측치 과다,결측 비율이 50% 이상,float64,50727,98.7387
cerpals_desc,Cerebral Palsy Severity Description,결측치 과다,결측 비율이 50% 이상,float64,51248,99.7528
diabetes_desc,Diabetes Severity Description,결측치 과다,결측 비율이 50% 이상,float64,51335,99.9221
k2q42c,Epilepsy Severity Description,결측치 과다,결측 비율이 50% 이상,float64,51045,99.3577
heart_desc,Heart Condition Severity Description,결측치 과다,결측 비율이 50% 이상,float64,50658,98.6044
headache_desc,Headaches Severity Description,결측치 과다,결측 비율이 50% 이상,float64,49886,97.1017
k2q38c,Tourette Syndrome Severity Description,결측치 과다,결측 비율이 50% 이상,float64,51223,99.7041
k2q33c,Anxiety Severity Description,결측치 과다,결측 비율이 50% 이상,float64,44697,87.0015
k2q32c,Depression Severity Description,결측치 과다,결측 비율이 50% 이상,float64,48843,95.0715
blood_desc,Blood Disorder Severity Description,결측치 과다,결측 비율이 50% 이상,float64,51119,99.5017
cystfib_desc,Cystic Fibrosis Severity Description,결측치 과다,결측 비율이 50% 이상,float64,51340,99.9319
k2q34c,Behavior Problems Severity Description,결측치 과다,결측 비율이 50% 이상,float64,47570,92.5937
k2q36c,Developmental Delay Severity Description,결측치 과다,결측 비율이 50% 이상,float64,48489,94.3825
k2q60c,Intellectual Disability Severity Description,결측치 과다,결측 비율이 50% 이상,float64,50714,98.7134
k2q37c,Speech Disorder Severity Description,결측치 과다,결측 비율이 50% 이상,float64,48361,94.1333
k2q30c,Learning Disability Severity Description,결측치 과다,결측 비율이 50% 이상,float64,47522,92.5002
k2q35c,Autism ASD Severity Description,결측치 과다,결측 비율이 50% 이상,float64,49162,95.6925
k2q31c,ADD/ADHD Severity Description,결측치 과다,결측 비율이 50% 이상,float64,45107,87.7995
engageconcern,Concerned over Child's Engagement in Eating Behaviors,결측치 과다,결측 비율이 50% 이상,float64,39869,77.6039
bodyimage,Child's concern over body image ,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14213,27.6652
bounceaball,Bounce Ball,결측치 과다,결측 비율이 50% 이상,float64,44059,85.7596
drawacircle,Draw a Circle,결측치 과다,결측 비율이 50% 이상,float64,44049,85.7401
drawaface,Draw a Face,결측치 과다,결측 비율이 50% 이상,float64,44056,85.7538
drawaperson,Draw a Person,결측치 과다,결측 비율이 50% 이상,float64,44057,85.7557
a1_sex,Adult 1 - Sex,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1453,2.8282
a1_born,Adult 1 - Where Born,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1424,2.7718
a1_marital,Adult 1 - Marital Status,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1672,3.2545
a1_relation,Adult 1 - How Related to Child,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1262,2.4564
a2_sex,Adult 2 - Sex,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9243,17.9912
a2_born,Adult 2 - Where Born,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9366,18.2307
a2_grade,Adult 2 - Highest Completed Year of School,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9186,17.8803
a2_marital,Adult 2 - Marital Status,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9298,18.0983
a2_relation,Adult 2 - How Related to Child,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1668,3.2467
a1_active,Adult 1 - Active Duty,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1607,3.128
a2_active,Adult 2 - Active Duty,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9122,17.7557
a1_physhealth,Adult 1 - Physical Health,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1622,3.1572
a2_physhealth,Adult 2 - Physical Health,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9206,17.9192
k2q01,General Health,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,161,0.3134
k2q01_d,Teeth Description,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,119,0.2316
k5q40,How Often - Spend Enough Time,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7104,13.8277
k5q41,How Often - Listen Carefully,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7211,14.036
k5q42,How Often - Show Sensitivity,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7231,14.0749
k5q43,How Often - Provide Specific Information,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7224,14.0613
k5q44,How Often - Feel Like a Partner,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7168,13.9523
discussopt,How Often - Provider Discussed Range of Options,결측치 과다,결측 비율이 50% 이상,float64,31216,60.7611
raiseconc,How Often - Easy to Raise Concerns or Disagree,결측치 과다,결측 비율이 50% 이상,float64,31224,60.7766
bestforchild,How Often - Work to Decide Together Treatment,결측치 과다,결측 비율이 50% 이상,float64,31198,60.726
k3q20,Health Insurance - Benefits Cover Services,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,3077,5.9893
k3q22,Health Insurance - Allow to See Provider,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,3115,6.0633
k3q21b,How Often Costs Reasonable,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,12431,24.1966
k6q70_r,Affectionate,결측치 과다,결측 비율이 50% 이상,float64,37736,73.4521
k6q73_r,Bounces Back,결측치 과다,결측 비율이 50% 이상,float64,37749,73.4774
k6q71_r,Show Interest and Curiosity,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,628,1.2224
k6q72_r,Smiles Laughs,결측치 과다,결측 비율이 50% 이상,float64,37727,73.4345
k7q84_r,Works to Finish Tasks Started,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14392,28.0136
k7q85_r,Stays Calm and In Control When Challenged,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14402,28.0331
k7q83_r,Does All Required Homework,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14456,28.1382
k7q70_r,Argues Too Much,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14416,28.0603
bullied_r,"Bullied, Picked On, or Excluded by Others",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14414,28.0564
bully,"Bullies Others, Picks on Them, or Excludes Them",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14394,28.0175
recogbegin,Recognize Beginning Sound of a Word,결측치 과다,결측 비율이 50% 이상,float64,44026,85.6954
samesound,Words with Same Start Sound,결측치 과다,결측 비율이 50% 이상,float64,44027,85.6973
clearexp,How Often - Explain Things Good Idea,결측치 과다,결측 비율이 50% 이상,float64,44021,85.6856
writename,How Often - Write First Name,결측치 과다,결측 비율이 50% 이상,float64,44022,85.6876
focuson,Focus on a Task,결측치 과다,결측 비율이 50% 이상,float64,44027,85.6973
readonedigit,Read One Digit,결측치 과다,결측 비율이 50% 이상,float64,44029,85.7012
simpleaddition,Simple Addition,결측치 과다,결측 비율이 50% 이상,float64,44027,85.6973
groupofobjects,Group of Objects,결측치 과다,결측 비율이 50% 이상,float64,44034,85.7109
nameemotions,Recognize Emotion,결측치 과다,결측 비율이 50% 이상,float64,44037,85.7168
startnewact,How Often - Difficulty End/Starting Activities,결측치 과다,결측 비율이 50% 이상,float64,44039,85.7207
temper_r,How Often - Loses Temper,결측치 과다,결측 비율이 50% 이상,float64,44035,85.7129
playwell,How Often - Play Well with Others,결측치 과다,결측 비율이 50% 이상,float64,44036,85.7148
distracted,How Often - Easily Distracted,결측치 과다,결측 비율이 50% 이상,float64,44028,85.6993
hurtsad,How Often - Show Concern,결측치 과다,결측 비율이 50% 이상,float64,44043,85.7285
calmdown_r,How Often - Calms Down When Excited,결측치 과다,결측 비율이 50% 이상,float64,44046,85.7343
waitforturn,How Often - Waits for Their Turn,결측치 과다,결측 비율이 50% 이상,float64,44043,85.7285
hardwork,How Often - Work even when hard ,결측치 과다,결측 비율이 50% 이상,float64,44041,85.7246
sharetoys,Share Toys,결측치 과다,결측 비율이 50% 이상,float64,44051,85.744
recogabc,Recognize Letters of Alphabet,결측치 과다,결측 비율이 50% 이상,float64,44033,85.709
talkabout,Facing Problems - How Often Talk Together,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1873,3.6457
wktosolve,Facing Problems - How Often Work Together,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1936,3.7684
strengths,Facing Problems - How Often Draw on Strengths,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1982,3.8579
hopeful,Facing Problems - How Often Stay Hopeful,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1883,3.6652
k10q30,People In Neighborhood Help Each Other Out,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1512,2.9431
k10q31,Watch Out for Other's Children,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1602,3.1182
goforhelp,Know Where to Go For Help,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1618,3.1494
k8q31,How Often Have You Felt - Child Hard to Care For,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,991,1.929
k8q32,How Often Have You Felt - Child Really Bothers You,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1028,2.001
k8q34,How Often Have You Felt - Angry with Child,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1089,2.1197
howmuch,How Much Medical Health Care - Past 12 Months,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,641,1.2477
athomehc,Hours Spent Providing Home Health Care,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,588,1.1445
arrangehc,Hours Spent Arranging Health Medical Care,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,582,1.1328
k7q02r_r,Days Child Missed School - Illness or Injury,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14323,27.8793
physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14349,27.9299
hoursleep05,Past Week - How Many Hours of Sleep Average,결측치 과다,결측 비율이 50% 이상,float64,37666,73.3158
outdoorswkday,Time Spent Playing Outdoors - Weekday,결측치 과다,결측 비율이 50% 이상,float64,44036,85.7148
outdoorswkend,Time Spent Playing Outdoors - Weekend,결측치 과다,결측 비율이 50% 이상,float64,44033,85.709
k6q60_r,How Many Days Read to Child,결측치 과다,결측 비율이 50% 이상,float64,37787,73.5513
k6q61_r,How Many Days Tell Stories or Sing to Child,결측치 과다,결측 비율이 50% 이상,float64,37787,73.5513
k8q11,How Many Days - Family Eat Meal Together,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,924,1.7985
evalfasd,Evaluation for a Fetal Alcohol Spectrum Disorder Recommended,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,270,0.5255
recevalfasd,Received an Evaluation for FASD,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,328,0.6384
poschoice,Doctor Worked with Child to Make Positive Choices,결측치 과다,결측 비율이 50% 이상,float64,29711,57.8316
gainskills,Doctor Worked with Child to Gain Skills to Manage Health,결측치 과다,결측 비율이 50% 이상,float64,29787,57.9796
changeage,Doctor Worked with Child to Understand Health Care Changes,결측치 과다,결측 비율이 50% 이상,float64,29764,57.9348
everhomeless,Homeless or Lived in Shelter ,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1380,2.6861
k2q35d,Autism ASD - First Told Doctor Type,결측치 과다,결측 비율이 50% 이상,float64,49046,95.4667
hcability,Health Affected Ability - How Often,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,324,0.6307
hcextent,Health Affected Ability - Extent,결측치 과다,결측 비율이 50% 이상,float64,43077,83.8482
k4q20r,Preventive Visit - How Many Times,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,6917,13.4637
docroom,Preventive Visit - How Long with Doctor,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,6814,13.2633
wgtconc,Concerned About Weight,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,263,0.5119
gowhensick,Place Usually Goes Sick - Where,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9147,17.8044
dentistvisit,Preventive Dental Visit - How Many Visits,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,8056,15.6808
k4q22_r,Mental Health Professional Treatment,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,237,0.4613
treatneed,Mental Health Professional Treatment - Problem,결측치 과다,결측 비율이 50% 이상,float64,42961,83.6224
k4q24_r,Specialist Visit,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,249,0.4847
k4q26,Specialist Visit - Problem,결측치 과다,결측 비율이 50% 이상,float64,41942,81.6389
c4q04,Frustrated In Efforts to Get Service,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,313,0.6092
hospitaler,Hospital Emergency Room Visits,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,251,0.4886
k4q04_r,Personal Doctor or Nurse - One or More,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,309,0.6015
k5q11,Need a Referral - Problem,결측치 과다,결측 비율이 50% 이상,float64,40163,78.1762
k5q20_r,Arrange Or Coordinate Care Among Doctors,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7207,14.0282
k5q22,Arrange Or Coordinate As Much Help As Wanted,결측치 과다,결측 비율이 50% 이상,float64,48167,93.7557
k5q30,Communication Satisfaction Among Doctors,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,22682,44.1499
k5q32,"Communication Satisfaction with School, Child Care, Special Education Program",결측치 과다,결측 비율이 50% 이상,float64,46466,90.4448
k5q31_r,"Provider Communication with School, Child Care, Special Education Program",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7053,13.7285
k8q21,Share Ideas or Talk About Things That Matter,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14536,28.2939
k8q30,How Well Handling Demands of Raising Children,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,838,1.6311
countto_r,Can Count How High,결측치 과다,결측 비율이 50% 이상,float64,44019,85.6818
k7q33,How Often Attend Events or Activities,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14363,27.9572
bedtime,How Often - Go to Bed at Same Time,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,657,1.2788
k3q04_r,Health Insurance Coverage - Past 12 Months (Use INSGAP),현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,378,0.7358
ace1,Hard to Cover Basics Like Food or Housing,Target leakage,ACE_HIGH를 직접 계산하는 변수이므로 X 사용 금지,float64,914,1.7791
startschool,Has Child Started School,결측치 과다,결측 비율이 50% 이상,float64,44007,85.6584
sugardrink,How Many Surgary Drinks,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,2247,4.3737
vegetables,How Many Vegetables,결측치 과다,결측 비율이 50% 이상,float64,39343,76.58
fruit,How Many Fruits,결측치 과다,결측 비율이 50% 이상,float64,39300,76.4964
planneeds_r,Plan Address Transition,결측치 과다,결측 비율이 50% 이상,float64,45104,87.7937
rhymeword_r,Rhyme Words,결측치 과다,결측 비율이 50% 이상,float64,44037,85.7168
grades,Grades Received in School ,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14412,28.0526
homeevic,Worried about Being Evicted ,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,1190,2.3163
year,Survey Year,ID/조사 관리용 변수,식별·표본설계·조사연도·가중치 변수,int16,0,0.0
cbsafp_yn,Core Based Statistical Area Status,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14894,28.9908
metro_yn,Metropolitan Statistical Area Status,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,4850,9.4404
mpc_yn,Metropolitan Principal City Status,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,7138,13.8939
totage_0_5,Count of Children Ages 0 to 5 in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
totage_6_11,Count of Children Ages 6 to 11 in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
totage_12_17,Count of Children Ages 12 to 17 in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
totcshcn,Count of Children with Special Health Care Needs in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
totnonshcn,Count of Children without Special Health Care Needs in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_cshcn,Special Health Care Needs Status of Selected Child,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_hispanic_r,"Hispanic Origin of Selected Child, Recode",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_english,SC  Speaks English,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,9512,18.5148
sc_k2q10,SC Needs or Uses Medication Currently,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,36,0.0701
sc_k2q11,SC Medication Used or Needed for Health Condition,결측치 과다,결측 비율이 50% 이상,float64,39941,77.744
sc_k2q12,SC Medication Currently for 12 Months,결측치 과다,결측 비율이 50% 이상,float64,41120,80.0389
sc_k2q13,SC Needs or Uses More Medical Care than Others,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,48,0.0934
sc_k2q14,SC Medical Care Used or Needed for Health Condition,결측치 과다,결측 비율이 50% 이상,float64,42605,82.9294
sc_k2q15,SC Medical Care Currently for 12 Months,결측치 과다,결측 비율이 50% 이상,float64,43704,85.0686
sc_k2q16,SC Limited Ability,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,44,0.0856
sc_k2q17,SC Limited Ability from Health Condition,결측치 과다,결측 비율이 50% 이상,float64,47722,92.8895
sc_k2q18,SC Limited Ability from Health Condition for 12 Months,결측치 과다,결측 비율이 50% 이상,float64,48001,93.4326
sc_k2q19,SC Special Therapy,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,35,0.0681
sc_k2q20,SC Special Therapy for Health Condition,결측치 과다,결측 비율이 50% 이상,float64,45568,88.6968
sc_k2q21,SC Special Therapy for Health Condition for 12 Months,결측치 과다,결측 비율이 50% 이상,float64,47206,91.8852
sc_k2q22,SC Needs Treatment for Emotion Develop Behave,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,37,0.072
sc_k2q23,SC Treatment for Chronic Emotion Develop Behave,결측치 과다,결측 비율이 50% 이상,float64,43662,84.9869
sc_age_lt4,Age of Selected Child - Less than 4 Months,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_age_lt6,Age of Selected Child - Less than 6 Months,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_age_lt9,Age of Selected Child - Less than 9 Months,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_age_lt10,Age of Selected Child - Less than 10 Months,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
agepos4,Birth Order of Selected Children in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
tenure_if,Imputation Flag for TENURE,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
totmale,Count of Male Children in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
totfemale,Count of Female Children in Household,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_race_r_if,Imputation Flag for SC_RACE_R,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
sc_racer,"Race of Selected Child, Recode",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
sc_sex_if,Imputation Flag for SC_SEX,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
birthwt_oz_s,"Standardized Birth Weight, Ounces",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,2076,4.0409
breastfedend_day_s,Stopped Breastfeeding - Days (Standardized),결측치 과다,결측 비율이 50% 이상,float64,51242,99.7411
breastfedend_wk_s,Stopped Breastfeeding - Weeks (Standardized),결측치 과다,결측 비율이 50% 이상,float64,49706,96.7513
breastfedend_mo_s,Stopped Breastfeeding - Months (Standardized),결측치 과다,결측 비율이 50% 이상,float64,41257,80.3056
frstformula_day_s,First Fed Formula - Days (Standardized),결측치 과다,결측 비율이 50% 이상,float64,46023,89.5825
frstformula_wk_s,First Fed Formula - Weeks (Standardized),결측치 과다,결측 비율이 50% 이상,float64,44378,86.3805
frstformula_mo_s,First Fed Formula - Months (Standardized),결측치 과다,결측 비율이 50% 이상,float64,41354,80.4944
frstsolids_day_s,First Fed Solids - Days (Standardized),결측치 과다,결측 비율이 50% 이상,float64,51028,99.3246
frstsolids_wk_s,First Fed Solids - Days (Standardized),결측치 과다,결측 비율이 50% 이상,float64,50880,99.0365
frstsolids_mo_s,First Fed Solids - Days (Standardized),결측치 과다,결측 비율이 50% 이상,float64,38871,75.6613
house_gen,Parental Nativity,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,724,1.4092
currins,Health Insurance Coverage - Currently Covered,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,368,0.7163
insgap,Health Insurance Coverage - Past 12 Months,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,546,1.0628
instype,Insurance Type (Revised),현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,958,1.8647
birthwt_vl,Birth Weight is Very Low (<1500g),현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,2076,4.0409
birthwt_l,Birth Weight is Low (<2500g),현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,2076,4.0409
birthwt,Birth Weight Status,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,2076,4.0409
fpl_if,Imputation Flag for FPL,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
a1_grade_if,Imputation Flag for A1_GRADE,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
birth_yr_f,BIRTH_YR Data Quality Flag,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
sc_asian,Asian Alone or in Combination with Other Race,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,54,0.1051
sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
weight,Child's Weight (KG),현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,14623,28.4633
bmiclass,"Body Mass Index, Percentile",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,float64,15412,29.999
hhcount_if,Imputation Flag for HHCOUNT,조사 관리용 변수,대치·품질 플래그로 분석 변수에서 제외,int8,0,0.0
higrade,Highest Level of Education among Reported Adults,현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
higrade_tvis,"Highest Level of Education among Reported Adults, Detail",현재 프로젝트 목적과 관련 없음,1단계의 사전 정의 영역 후보에 포함하지 않음,int8,0,0.0
fpl_i2,"Family Poverty Ratio, Second Implicate",중복 정보,다중대치 FPL의 추가 대치본; 1차 대치값만 후보로 유지,int16,0,0.0
fpl_i3,"Family Poverty Ratio, Third Implicate",중복 정보,다중대치 FPL의 추가 대치본; 1차 대치값만 후보로 유지,int16,0,0.0
fpl_i4,"Family Poverty Ratio, Fourth Implicate",중복 정보,다중대치 FPL의 추가 대치본; 1차 대치값만 후보로 유지,int16,0,0.0
