screen_rank,column,domain,nonmissing_count,missing_rate,category_count,test_method,chi_square,p_value,effect_size,rf_importance,effect_rank,rf_rank,combined_rank,significant_0_05
137,concussion,기타 설문 항목,11534,0.004058371470512023,2,카이제곱 검정 / Cramér's V,35.69434797035663,2.308327489497292e-09,0.05563008877743078,0.0009218763387047848,113.0,159.0,272.0,True
138,k10q14,주거·동네·경제,11535,0.003972023141352254,2,카이제곱 검정 / Cramér's V,3.165898330359359,0.0751910587870095,0.01656684017414962,0.0026344505129615695,173.0,100.0,273.0,False
139,gumbleed,기타 설문 항목,11499,0.007080562991106154,2,카이제곱 검정 / Cramér's V,52.843397931889236,3.6123084696650585e-13,0.0677899527053184,0.00047117315240087813,94.0,179.0,273.0,True
140,k2q37a,건강·의료 관련,11552,0.0025041015456350735,2,카이제곱 검정 / Cramér's V,17.47827298164974,2.906099398973632e-05,0.03889740859268021,0.0015799063942019045,135.0,139.0,274.0,True
141,dentalserv3,건강·의료 관련,10471,0.09584664536741216,2,카이제곱 검정 / Cramér's V,0.004131262319672872,0.9487513418067964,0.0006281267747215041,0.003581296979275288,203.0,72.0,275.0,False
142,k8q35,학교·사회생활,11531,0.004317416457991552,2,카이제곱 검정 / Cramér's V,12.22148788461943,0.00047242240638434464,0.03255581371098685,0.001948915685336506,148.0,127.0,275.0,True
143,physicalpain,기타 설문 항목,11521,0.005180899749589796,2,카이제곱 검정 / Cramér's V,44.74989924780744,2.2387846644349502e-11,0.06232337197944478,0.0006291984926112832,107.0,172.0,279.0,True
144,k10q13,주거·동네·경제,11527,0.0046628097746308494,2,카이제곱 검정 / Cramér's V,0.33220677601748316,0.5643625386403308,0.0053684151917154635,0.0030274123921845498,189.0,91.0,280.0,False
145,dentistvisit,기타 설문 항목,10701,0.07598652966065111,3,카이제곱 검정 / Cramér's V,3.670349163531503,0.15958563859341343,0.01852002243670662,0.0023412258858125385,169.0,112.0,281.0,False
146,s4q01,기타 설문 항목,11569,0.0010361799499180036,2,카이제곱 검정 / Cramér's V,6.210548201275145,0.012699129750792288,0.0231695211305625,0.002146111492874625,163.0,121.0,284.0,True
147,avoidchg,기타 설문 항목,11520,0.005267248078749676,2,카이제곱 검정 / Cramér's V,15.10115817450259,0.00010190075152188033,0.03620586174737478,0.0013220338437592333,140.0,145.0,285.0,True
148,stopwork,기타 설문 항목,11529,0.004490113116311201,2,카이제곱 검정 / Cramér's V,43.21732904754274,4.898491016129493e-11,0.061225612964240485,0.0005324205956520147,109.0,176.0,285.0,True
149,stomach,기타 설문 항목,11493,0.0075986529660651,2,카이제곱 검정 / Cramér's V,25.425119287546824,4.5989073091472245e-07,0.047034312057329386,0.0007973364712605701,125.0,165.0,290.0,True
150,k10q12,주거·동네·경제,11554,0.0023314048873154247,2,카이제곱 검정 / Cramér's V,0.33247215019394416,0.5642070097112166,0.005364280194717505,0.0024566733812491134,190.0,105.0,295.0,False
151,k3q04_r,기타 설문 항목,11548,0.002849494862274371,3,카이제곱 검정 / Cramér's V,10.262897115674875,0.005907996198058871,0.029811347019638213,0.0013768594253303023,153.0,142.0,295.0,True
152,k4q30_r_2,건강·의료 관련,11564,0.00146792159571707,2,카이제곱 검정 / Cramér's V,10.644809092134263,0.0011038027524448346,0.030339952535093754,0.0013440098405391996,152.0,143.0,295.0,True
153,visionscreenother,기타 설문 항목,11563,0.0015542699248769498,2,카이제곱 검정 / Cramér's V,0.28917290267257134,0.5907510417714537,0.005000846617527122,0.0024615106836478455,193.0,104.0,297.0,False
154,dentalserv5,건강·의료 관련,10471,0.09584664536741216,2,카이제곱 검정 / Cramér's V,0.40242082924145406,0.5258416807789085,0.006199349854247771,0.002376372218984831,187.0,110.0,297.0,False
155,k7q37,학교·사회생활,8671,0.2512736378551075,2,카이제곱 검정 / Cramér's V,3.9857949159636155,0.04588544473110703,0.02143990621693858,0.001749457141700677,166.0,132.0,298.0,True
156,a1_active,가족·가구,11525,0.004835506432950498,4,카이제곱 검정 / Cramér's V,14.521131359676257,0.002275163945930938,0.03549602814195939,0.0010176030590183691,141.0,157.0,298.0,True
157,headache,기타 설문 항목,11543,0.0032812365080735484,2,카이제곱 검정 / Cramér's V,27.216775260117135,1.8187377041747757e-07,0.048557798182882014,0.0005146573739555268,121.0,178.0,299.0,True
158,insgap,기타 설문 항목,11512,0.005958034712028271,3,카이제곱 검정 / Cramér's V,10.14727242069038,0.006259617422557138,0.02968925292281484,0.0013003129597643729,154.0,146.0,300.0,True
159,a2_active,가족·가구,9920,0.1434245747344789,4,카이제곱 검정 / Cramér's V,9.63793781084251,0.02190831779425423,0.031169958478908275,0.0012133821365296641,151.0,149.0,300.0,True
160,breathing,기타 설문 항목,11540,0.003540281495553077,2,카이제곱 검정 / Cramér's V,16.14748804537893,5.859622957506536e-05,0.03740671591590774,0.0008605915217757181,138.0,162.0,300.0,True
161,k2q60a,건강·의료 관련,11537,0.0037993264830326057,2,카이제곱 검정 / Cramér's V,26.98112839714951,2.0545158796417754e-07,0.04835970110991734,0.0002402113162043664,122.0,183.0,305.0,True
162,k2q40a,건강·의료 관련,11488,0.008030394611864278,2,카이제곱 검정 / Cramér's V,8.511818293198589,0.003528473135460419,0.02722005250018248,0.0011382896726694631,158.0,151.0,309.0,True
163,k2q35a,건강·의료 관련,11539,0.003626629824712846,2,카이제곱 검정 / Cramér's V,12.102531278246767,0.0005035341947316776,0.032385754559427236,0.0009083210480811108,149.0,160.0,309.0,True
164,overweight,기타 설문 항목,11530,0.004403764787151321,2,카이제곱 검정 / Cramér's V,15.800591996667631,7.038048377584627e-05,0.03701877350856885,0.0006556136733909643,139.0,170.0,309.0,True
165,fasd,건강·의료 관련,11544,0.0031948881789137795,2,카이제곱 검정 / Cramér's V,32.38630990767551,1.2637364426055782e-08,0.05296665839204218,6.61582969085574e-05,115.0,196.0,311.0,True
166,a2_sex,가족·가구,9881,0.14679215957171232,2,카이제곱 검정 / Cramér's V,0.28008152717262313,0.596647785921252,0.005324045805185878,0.0019614918356816845,191.0,126.0,317.0,False
167,birthwt,기타 설문 항목,11111,0.040583714705120455,3,카이제곱 검정 / Cramér's V,8.882658614972335,0.011780268507810457,0.02827449857769733,0.000900182418612457,156.0,161.0,317.0,True
168,usualsick,기타 설문 항목,10846,0.06346602193247564,2,카이제곱 검정 / Cramér's V,5.253960686717697,0.02189687496356937,0.022009420574332684,0.0010467992217860632,165.0,154.0,319.0,True
169,k4q01,건강·의료 관련,11552,0.0025041015456350735,2,카이제곱 검정 / Cramér's V,0.004059718932715606,0.9491964252330178,0.0005928152857442907,0.0022238897815854363,204.0,116.0,320.0,False
170,heart,건강·의료 관련,11559,0.0018996632415162473,2,카이제곱 검정 / Cramér's V,12.28878508702058,0.0004556882753293599,0.03260576113820045,0.00042951907673575453,147.0,180.0,327.0,True
171,dressing,기타 설문 항목,8686,0.24997841291771006,2,카이제곱 검정 / Cramér's V,10.747705627770477,0.0010440868182308057,0.03517612281602071,0.00019903890872869368,143.0,184.0,327.0,True
172,k9q96,기타 설문 항목,8692,0.2494603229427511,2,카이제곱 검정 / Cramér's V,4.573785871344272,0.032464743983689336,0.02293918878001101,0.0007251322091243516,164.0,166.0,330.0,True
173,k2q05,건강·의료 관련,11480,0.008721181245142873,2,카이제곱 검정 / Cramér's V,1.1411673841606513,0.28540578847092074,0.009970196808701317,0.0012133802412372325,181.0,150.0,331.0,False
174,k4q30_r_1,건강·의료 관련,11564,0.00146792159571707,2,카이제곱 검정 / Cramér's V,1.3863032107777788,0.2390303921887643,0.010949015562274443,0.001124447050816024,180.0,152.0,332.0,False
175,birthwt_l,기타 설문 항목,11111,0.040583714705120455,2,카이제곱 검정 / Cramér's V,3.5247828947237907,0.0604577427333149,0.017811053670725652,0.0008589346408558144,171.0,163.0,334.0,False
176,dentalserv7,건강·의료 관련,10471,0.09584664536741216,2,카이제곱 검정 / Cramér's V,11.590445644520173,0.0006629152423007342,0.03327024411963309,0.00012036703670964668,145.0,192.0,337.0,True
177,swallowing,기타 설문 항목,11503,0.0067351696744667455,2,카이제곱 검정 / Cramér's V,9.826319886224244,0.001720322056029238,0.029227380205023204,0.00019174021806198303,155.0,185.0,340.0,True
178,dentalserv1,건강·의료 관련,10471,0.09584664536741216,2,카이제곱 검정 / Cramér's V,1.958331310170705,0.16169189431674086,0.013675682326483776,0.0007049168326901451,176.0,167.0,343.0,False
179,k7q38,학교·사회생활,8638,0.25412313271738196,2,카이제곱 검정 / Cramér's V,0.44356539230103903,0.5054065934015768,0.0071659244871558085,0.0009373461521670698,186.0,158.0,344.0,False
180,blindness,기타 설문 항목,11538,0.003712978153872726,2,카이제곱 검정 / Cramér's V,9.035166705378296,0.002648349026785721,0.027983550602040434,0.00015712074195235604,157.0,189.0,346.0,True
181,dentalserv2,건강·의료 관련,10471,0.09584664536741216,2,카이제곱 검정 / Cramér's V,1.8779926838869718,0.17056246778761722,0.013392229040427882,0.0006800344705455816,178.0,169.0,347.0,False
182,k11q03r,건강·의료 관련,10992,0.05085916587514028,2,카이제곱 검정 / Cramér's V,6.540050616029554,0.010547234813022194,0.024392268667449667,0.00016570741303438406,161.0,188.0,349.0,True
183,birthwt_vl,기타 설문 항목,11111,0.040583714705120455,2,카이제곱 검정 / Cramér's V,6.849951413843824,0.00886436832224627,0.02482945412738401,0.00014860505724361496,159.0,190.0,349.0,True
184,diabetes,건강·의료 관련,11559,0.0018996632415162473,2,카이제곱 검정 / Cramér's V,11.951963106427973,0.0005458983271027792,0.032155812680795086,0.0,150.0,201.0,351.0,True
185,k12q04,건강·의료 관련,10992,0.05085916587514028,2,카이제곱 검정 / Cramér's V,1.787136445414244,0.18127544817110447,0.012750889904634197,0.0006015834506186835,179.0,173.0,352.0,False
186,usualgo,기타 설문 항목,11514,0.005785338053708622,2,카이제곱 검정 / Cramér's V,2.082887200332986,0.14895819195161217,0.013449921915853478,0.0005380506299427559,177.0,175.0,352.0,False
187,k4q30_r_3,건강·의료 관련,11564,0.00146792159571707,2,카이제곱 검정 / Cramér's V,0.1154682009078817,0.7340025368850037,0.0031599277883290803,0.0010277728546618742,198.0,156.0,354.0,False
188,bornusa,기타 설문 항목,11545,0.0031085398497538996,2,카이제곱 검정 / Cramér's V,2.228205709076095,0.13551113525160108,0.013892508548499265,0.00033252403550451963,175.0,182.0,357.0,False
189,k2q38a,건강·의료 관련,11501,0.006907866332786505,2,카이제곱 검정 / Cramér's V,3.7116350813663748,0.05403443430936877,0.017964487573743415,9.067985039956186e-05,170.0,193.0,363.0,False
190,engage_noeat,기타 설문 항목,8698,0.24894223296779205,2,카이제곱 검정 / Cramér's V,3.1458018467108992,0.07612257700547732,0.019017611879258763,4.3115397875035256e-05,168.0,197.0,365.0,False
191,currcov,기타 설문 항목,11549,0.002763146533114602,2,카이제곱 검정 / Cramér's V,0.2232777103704357,0.6365537365801804,0.004396939544136018,0.0006479938210305195,195.0,171.0,366.0,False
192,k2q43b,건강·의료 관련,11535,0.003972023141352254,2,카이제곱 검정 / Cramér's V,3.296903047502524,0.06941063270736422,0.01690613328508369,7.161727097198713e-05,172.0,195.0,367.0,False
193,currins,기타 설문 항목,11549,0.002763146533114602,2,카이제곱 검정 / Cramér's V,0.022394534337676377,0.8810423085293827,0.00139251161874375,0.000682873438329118,201.0,168.0,369.0,False
194,k2q42a,건강·의료 관련,11502,0.006821518003626625,2,카이제곱 검정 / Cramér's V,0.9923654359660269,0.31916492771443483,0.00928857587569118,0.00017229946377321997,182.0,187.0,369.0,False
195,hccovoth,기타 설문 항목,10992,0.05085916587514028,2,카이제곱 검정 / Cramér's V,0.41160827927116417,0.5211543330514969,0.0061193274185946875,0.00017849722560678863,188.0,186.0,374.0,False
196,hospitalstay,기타 설문 항목,11549,0.002763146533114602,2,카이제곱 검정 / Cramér's V,0.8088352526837096,0.3684648327833103,0.008368697022268442,0.00012827213109515624,184.0,191.0,375.0,False
197,tricare,기타 설문 항목,10992,0.05085916587514028,2,카이제곱 검정 / Cramér's V,0.12121466760919854,0.7277208004216857,0.003320773292901154,0.00040555388204936227,197.0,181.0,378.0,False
198,autoimmune,기타 설문 항목,11543,0.0032812365080735484,2,카이제곱 검정 / Cramér's V,0.9299692759670275,0.33487090882672554,0.008975836902236923,2.9224230423934033e-05,183.0,198.0,381.0,False
199,engage_purg,기타 설문 항목,8684,0.2501511095760297,2,카이제곱 검정 / Cramér's V,0.22764768768535684,0.6332735447250114,0.005120020670216581,5.7220722647550435e-06,192.0,199.0,391.0,False
200,downsyn,기타 설문 항목,11543,0.0032812365080735484,2,카이제곱 검정 / Cramér's V,0.24779255360767166,0.618633715085926,0.004633239794608135,0.0,194.0,201.0,395.0,False
201,engage_exercise,기타 설문 항목,8679,0.2505828512218289,2,카이제곱 검정 / Cramér's V,0.11893822100090523,0.7301889396148069,0.003701910161117445,0.0,196.0,201.0,397.0,False
202,walkstairs,기타 설문 항목,8685,0.2500647612468698,2,카이제곱 검정 / Cramér's V,0.001993409420218817,0.964388190131857,0.00047908584753211325,8.728649129966144e-05,205.0,194.0,399.0,False
203,k2q61a,건강·의료 관련,11498,0.007166911320265923,2,카이제곱 검정 / Cramér's V,0.06494843508759318,0.7988390879866458,0.0023766935825686405,0.0,199.0,201.0,400.0,False
204,cystfib,기타 설문 항목,11567,0.0012088766082376523,2,카이제곱 검정 / Cramér's V,0.06270382536160433,0.8022723702117096,0.002328287735623942,0.0,200.0,201.0,401.0,False
205,engage_pills,기타 설문 항목,8703,0.24851049132199288,2,카이제곱 검정 / Cramér's V,0.004418816377224163,0.9470003149803282,0.0007125551539598156,0.0,202.0,201.0,403.0,False
206,blood,기타 설문 항목,11532,0.004231068128831672,2,카이제곱 검정 / Cramér's V,0.0,1.0,0.0,4.657263189007278e-19,206.0,200.0,406.0,False
